x,y,z,label
43.22038014783527,14.551636747624087,-32.23315733896515,TPOmid.R
-50.77065543728311,-28.051623971614617,-23.16844075330448,ITG.L
52.69218069411269,-31.069235632991422,-22.31888436138823,ITG.R
-36.067015048144384,-66.71969806938597,-28.934388155029758,Cerebelum_Crus1_L
37.455869058381325,-67.13684160441548,-29.547461578721986,Cerebelum_Crus1_R
-28.635843848580443,-73.26031808622503,-38.203732912723446,Cerebelum_Crus2_L
32.057459795750674,-69.01590562272568,-39.94870289940134,Cerebelum_Crus2_R
-8.800373134328353,-37.222947761194035,-18.581156716417908,Cerebelum_3_L
12.318749999999994,-34.465625,-19.39125,Cerebelum_3_R
-15.003984945760465,-43.48605268983839,-16.932920079698917,Cerebelum_4_5_L
17.198728374981513,-42.86086056483809,-18.150820641727044,Cerebelum_4_5_R
-23.237858396723226,-59.100716793446466,-22.130631948507897,Cerebelum_6_L
24.691407881910592,-58.31625121849325,-23.64510513856009,Cerebelum_6_R
-32.357835740461304,-59.82021987497305,-45.449450312567365,Cerebelum_7b_L
33.13924349881796,-63.17801418439716,-48.45721040189125,Cerebelum_7b_R
-25.751424784625584,-54.51908548707753,-47.68462557985421,Cerebelum_8_L
25.063995639138724,-56.3398201144726,-49.46802943581358,Cerebelum_8R
-10.947429231658006,-48.95046216060081,-45.90294627383015,Cerebelum_9_L
9.460229031259672,-49.499535747446615,-46.32683379758589,Cerebelum_9_R
-22.614200171086395,-33.799828913601374,-41.76475620188195,Cerebelum_10_L
25.994531249999994,-33.838281249999994,-41.346875,Cerebelum_10_R
0.7574257425742559,-38.79207920792079,-20.04950495049505,Vermis_1_2
1.3803512623490661,-39.93084522502744,-11.397914379802415,Vermis_3
1.220698722764837,-52.361570247933884,-6.113824192336594,Vermis_4_5
1.1414073071718605,-67.0585250338295,-15.123139377537214,Vermis_6
1.1457800511508935,-71.93030690537084,-25.14066496163683,Vermis_7
1.1520618556700981,-64.42938144329898,-34.079896907216494,Vermis_8
0.8646671543526026,-54.87490855888808,-34.89612289685443,Vermis_9
0.355835240274601,-45.79977116704805,-31.683066361556065,Vermis_10
