,训练集准确率,测试集准确率,训练集损失值,测试集损失值,灵敏度,特异性
53,0.8208877894592181,0.6751133222775014,292.74702340364456,84.68773449659348,0.5700022950621276,0.7581149166149167
54,0.8242245585102728,0.6691321171918186,290.2911378502846,84.48932604789734,0.5675537433006403,0.7410788805788806
55,0.8372074486360199,0.6632393587617468,286.14758758544923,85.56745414733886,0.6040793600622167,0.6992140157140158
56,0.8401759087473373,0.6602763957987838,282.9346106171608,84.92457964420319,0.5161158670262865,0.7779068004068004
57,0.8472177557891843,0.6810171365395246,279.38315398693084,84.48919920921325,0.5220483508445313,0.8098387198387199
58,0.8576046176046177,0.6869762299613046,275.63772016763687,84.10133118629456,0.5711383031105487,0.7790823095823096
59,0.8590847247990105,0.6558208955223881,271.9283460855484,85.06276990175247,0.47869270580267853,0.8081172633672633
60,0.8646478389335532,0.66914317302377,269.2106819152832,83.80652564764023,0.5634820967362402,0.7526099373599373
61,0.8683597883597883,0.6765395245992261,265.0636171460152,84.05004481077194,0.578490069106534,0.7603176991926992
62,0.8563105545248403,0.6456605859590935,273.4620832204819,85.427899569273,0.5620215554182999,0.721659153065403
63,0.8646610664467808,0.6623963515754561,269.49754625558853,85.35696625709534,0.49693526249331843,0.8009770423832925
64,0.8683664880093451,0.6587341072415699,266.5173014253378,85.03607441484928,0.5539122288704393,0.7517457331519831
65,0.8541686708353375,0.6584116454763221,276.9860540032387,83.19251928726833,0.5290422307601409,0.7622113022113023
66,0.8640623926338211,0.6782568638290031,271.85718297958374,83.4062256415685,0.506502444804272,0.814981474981475
67,0.865285508142651,0.6584300718629077,270.15995534261066,84.11653037865956,0.478878232459208,0.8013665613665614
68,0.874558510272796,0.6485351022664455,265.1317802667618,83.13869160413742,0.5002187708590828,0.7667711867711868
69,0.8819739343548867,0.675787728026534,262.09895010789234,83.28781221310298,0.5241047161887242,0.7972637572637572
70,0.8875352161066447,0.6980468030219275,258.1889718770981,82.08595611651738,0.5886548945588334,0.782863382863383
71,0.8968082182367897,0.6931085314169891,254.03173381090164,82.38879164059956,0.6391414601118447,0.7342560742560743
72,0.8767522160379304,0.6692371475953566,269.23068779706955,83.50822699069977,0.7019286966686149,0.6465800865800866
73,0.8804507661650519,0.6877833056937535,264.52100145816803,81.47594478726387,0.5983343074225599,0.756969696969697
74,0.8887978423692708,0.6803206191265893,260.6056531071663,81.84419736266136,0.5889830508474576,0.7492640692640693
75,0.8887961245104102,0.6803206191265893,256.10815501213074,81.7891076207161,0.59760374050263,0.7427705627705627
76,0.9054851233422663,0.6915422885572139,251.43555083870888,82.36820450425148,0.684541203974284,0.6988744588744589
77,0.9128873771730914,0.6952183526810393,247.1743138730526,81.3853368461132,0.641437755698422,0.7376623376623377
78,0.9119597333883048,0.6394140409065783,243.67860588431358,86.97735729813576,0.8554938632378726,0.4746320346320346
79,0.9221603793032365,0.665616362631288,239.73754438757896,84.95847311615944,0.7707481005260082,0.5884848484848485
80,0.920299938157081,0.6804035378662245,235.73971545696259,81.86609154939651,0.6671537112799533,0.692034632034632
81,0.9277245241530956,0.6840519624101713,232.05574747920036,80.95807102322578,0.6582407948568089,0.7043290043290042
82,0.9342077234934378,0.657960199004975,227.75598222017288,84.31529939174652,0.60885447106955,0.6995670995670995
83,0.9379131450560021,0.7026533996683251,225.05722483992577,80.78517109155655,0.6237580362361193,0.7632900432900434
84,0.9453274238988525,0.6988667772249861,219.9112192094326,80.99404540657997,0.6838106370543542,0.7104761904761905
85,0.9508881330309902,0.687893864013267,217.6284364759922,82.13711816072464,0.6842489772063121,0.6923809523809523
86,0.9490345633202777,0.7063571033720287,214.56530484557152,80.89398896694183,0.6756282875511397,0.730995670995671
87,0.9601542637256923,0.6916252072968492,210.32513463497162,81.8162631392479,0.6842489772063121,0.699047619047619
88,0.9573782038067753,0.7026257600884467,207.83413177728653,81.22922196984291,0.6921390999415546,0.7104761904761905
89,0.9620095512952656,0.6990049751243781,206.07454711198807,81.88079139590263,0.6756282875511397,0.7183549783549783
90,0.9629406307977737,0.661746821448314,204.38638710975647,86.36884605884552,0.8126826417299824,0.5470995670995671
91,0.9675702604274032,0.6989773355444997,201.90296837687492,81.76500567793846,0.6585330216247809,0.7313419913419914
92,0.9731275338418195,0.6617744610281924,199.01623213291168,84.95623376965523,0.7616890707188778,0.5870995670995671
93,0.9712756819899677,0.6877556661138751,197.71832916140556,81.50283378362656,0.6754821741671537,0.6978354978354978
94,0.9712722462722463,0.6803206191265893,196.80877003073692,82.37212797999382,0.7095265926358855,0.6581818181818182
95,0.9685185185185186,0.7089552238805971,199.06590008735657,81.11916077136993,0.6440677966101694,0.76
96,0.9666666666666667,0.7313432835820896,198.23452758789062,80.72597467899323,0.6440677966101694,0.8
